3.41,2.50,73.37,2.36,69.38,-3.99
2.60,2.01,77.26,2.09,80.22,2.96
74,80,108.34,88,11.9,11
2.84,1.71,60.06,2.05,72.16,12.10
7.31,3.99,81.95,5.70,78.01,-3.94
102,,,,,
2.60,2.53,97.35,2.52,97.19,-0.15
,6,,,,
,23-5-22,,,,
