3.97,3.11,78.3,3.41,85.9,9.76
3.08,2.17,70.5,2.52,81.9,16.17
4.01,2.75,68.7,3.09,77.0,12.08
,69.90,,73.98,,5.84
,88.68,,90.56,,2.12
3.24,1.21,37.5,1.76,54.5,45.32
8.00,8.57,107.2,9.16,114.6,6.93
,1,,1,,0
3.04,,,,,
