2.73,2.32,84.81,2.33,85.14,0.33
2.15,1.69,78.89,1.67,77.82,-1.07
75,73.0,97.27,72,95.58,-2
2.79,1.20,43.10,1.11,39.05,2.15
6.66,4.25,63.75,4.99,74.89,11.14
90,,,,,
1.96,2.32,118.24,1.86,94.75,-23.50
,21.0,,1,,
,21-11-17,,,,
